#drkcfile delivery-date activation-date delivery-mjd activation-mjd useafter useafter-mjd
zcv20105i_dkc.fits 2016-01-19 2016-02-23 57406.5875 57441.766667 2011-12-22 55917.097222
zcv20106i_dkc.fits 2016-01-19 2016-02-23 57406.5875 57441.766667 2011-12-23 55918.532639
zcv20107i_dkc.fits 2016-01-19 2016-02-23 57406.588194 57441.766667 2011-12-24 55919.532639
zcv20108i_dkc.fits 2016-01-19 2016-02-23 57406.588194 57441.766667 2011-12-25 55920.46875
zcv20109i_dkc.fits 2016-01-19 2016-02-23 57406.588194 57441.766667 2011-12-26 55921.411111
zcv2010ai_dkc.fits 2016-01-19 2016-02-23 57406.588194 57441.766667 2011-12-28 55923.003472
zcv2010bi_dkc.fits 2016-01-19 2016-02-23 57406.588194 57441.766667 2011-12-28 55923.4
zcv2010ci_dkc.fits 2016-01-19 2016-02-23 57406.588194 57441.766667 2011-12-29 55924.400694
zcv2010di_dkc.fits 2016-01-19 2016-02-23 57406.588194 57441.766667 2011-12-31 55926.218056
zcv2010ei_dkc.fits 2016-01-19 2016-02-23 57406.588194 57441.766667 2011-12-31 55926.378472
zcv2010fi_dkc.fits 2016-01-19 2016-02-23 57406.588889 57441.766667 2012-01-01 55927.317361
zcv2010gi_dkc.fits 2016-01-19 2016-02-23 57406.588889 57441.766667 2012-01-04 55930.977083
zcv2010hi_dkc.fits 2016-01-19 2016-02-23 57406.588889 57441.766667 2012-01-06 55932.497917
zcv2010ii_dkc.fits 2016-01-19 2016-02-23 57406.588889 57441.766667 2012-01-08 55934.046528
zcv2010ji_dkc.fits 2016-01-19 2016-02-23 57406.588889 57441.766667 2012-01-08 55934.510417
zcv2010ki_dkc.fits 2016-01-19 2016-02-23 57406.588889 57441.766667 2012-01-09 55935.36875
zcv2010li_dkc.fits 2016-01-19 2016-02-23 57406.588889 57441.766667 2012-01-11 55937.105556
zcv2010mi_dkc.fits 2016-01-19 2016-02-23 57406.588889 57441.766667 2012-01-12 55938.013889
zcv2010ni_dkc.fits 2016-01-19 2016-02-23 57406.589583 57441.766667 2012-01-12 55938.353472
zcv2010oi_dkc.fits 2016-01-19 2016-02-23 57406.589583 57441.766667 2012-01-13 55939.490278
zcv2010pi_dkc.fits 2016-01-19 2016-02-23 57406.589583 57441.766667 2012-01-14 55940.822917
zcv2013ai_dkc.fits 2016-01-19 2016-02-23 57406.671528 57441.766667 2012-01-15 55941.381944
zcv2013bi_dkc.fits 2016-01-19 2016-02-23 57406.671528 57441.766667 2012-01-17 55943.089583
zcv2013ci_dkc.fits 2016-01-19 2016-02-23 57406.671528 57441.766667 2012-01-17 55943.354167
zcv2013di_dkc.fits 2016-01-19 2016-02-23 57406.671528 57441.766667 2012-01-19 55945.009028
zcv2013ei_dkc.fits 2016-01-19 2016-02-23 57406.671528 57441.766667 2012-01-20 55946.013194
zcv2013fi_dkc.fits 2016-01-19 2016-02-23 57406.671528 57441.766667 2012-01-21 55947.004861
zcv2013gi_dkc.fits 2016-01-19 2016-02-23 57406.672222 57441.766667 2012-01-22 55948.2
zcv2013hi_dkc.fits 2016-01-19 2016-02-23 57406.672222 57441.766667 2012-01-22 55948.663889
zcv2013ii_dkc.fits 2016-01-19 2016-02-23 57406.672222 57441.766667 2012-01-23 55949.873611
zcv2013ji_dkc.fits 2016-01-19 2016-02-23 57406.672222 57441.766667 2012-01-25 55951.311111
zcv2013ki_dkc.fits 2016-01-19 2016-02-23 57406.672222 57441.766667 2012-01-25 55951.347917
zcv2013li_dkc.fits 2016-01-19 2016-02-23 57406.672222 57441.766667 2012-01-26 55952.815278
zcv2013ni_dkc.fits 2016-01-19 2016-02-23 57406.672222 57441.766667 2012-01-28 55954.0
zcv2013mi_dkc.fits 2016-01-19 2016-02-23 57406.672222 57441.766667 2012-01-28 55954.859028
zcv2013oi_dkc.fits 2016-01-19 2016-02-23 57406.672917 57441.766667 2012-01-30 55956.475
zcv2013pi_dkc.fits 2016-01-19 2016-02-23 57406.672917 57441.766667 2012-02-01 55958.488194
zcv2013qi_dkc.fits 2016-01-19 2016-02-23 57406.672917 57441.766667 2012-02-04 55961.6375
zcv2013ri_dkc.fits 2016-01-19 2016-02-23 57406.672917 57441.766667 2012-02-06 55963.327083
zcv2013si_dkc.fits 2016-01-19 2016-02-23 57406.672917 57441.766667 2012-02-07 55964.111806
zcv2013ti_dkc.fits 2016-01-19 2016-02-23 57406.672917 57441.766667 2012-02-08 55965.640278
zcv20140i_dkc.fits 2016-01-19 2016-02-23 57406.672917 57441.766667 2012-02-09 55966.460417
zcv20141i_dkc.fits 2016-01-19 2016-02-23 57406.672917 57441.766667 2012-02-10 55967.122222
zcv20142i_dkc.fits 2016-01-19 2016-02-23 57406.673611 57441.766667 2012-02-11 55968.095833
zcv20143i_dkc.fits 2016-01-19 2016-02-23 57406.673611 57441.766667 2012-02-12 55969.163194
zcv20144i_dkc.fits 2016-01-19 2016-02-23 57406.673611 57441.766667 2012-02-13 55970.432639
zcv20145i_dkc.fits 2016-01-19 2016-02-23 57406.673611 57441.766667 2012-02-14 55971.035417
zcv2016ki_dkc.fits 2016-01-19 2016-02-23 57406.722222 57441.766667 2012-02-15 55972.320833
zcv2016li_dkc.fits 2016-01-19 2016-02-23 57406.722222 57441.766667 2012-02-16 55973.086806
zcv2016mi_dkc.fits 2016-01-19 2016-02-23 57406.722222 57441.766667 2012-02-17 55974.15
zcv2016ni_dkc.fits 2016-01-19 2016-02-23 57406.722222 57441.766667 2012-02-18 55975.236806
zcv2016oi_dkc.fits 2016-01-19 2016-02-23 57406.722917 57441.766667 2012-02-19 55976.038889
zcv2016pi_dkc.fits 2016-01-19 2016-02-23 57406.722917 57441.766667 2012-02-20 55977.099306
zcv2016qi_dkc.fits 2016-01-19 2016-02-23 57406.722917 57441.766667 2012-02-21 55978.034028
zcv2016ri_dkc.fits 2016-01-19 2016-02-23 57406.722917 57441.766667 2012-02-22 55979.00625
zcv2016si_dkc.fits 2016-01-19 2016-02-23 57406.722917 57441.766667 2012-02-23 55980.409028
zcv2016ti_dkc.fits 2016-01-19 2016-02-23 57406.722917 57441.766667 2012-02-24 55981.2375
zcv20170i_dkc.fits 2016-01-19 2016-02-23 57406.722917 57441.766667 2012-02-25 55982.102083
zcv20171i_dkc.fits 2016-01-19 2016-02-23 57406.723611 57441.766667 2012-02-26 55983.002778
zcv1957qi_dkc.fits 2016-01-21 2016-02-23 57408.622222 57441.766667 2012-02-29 55986.718056
zcv20172i_dkc.fits 2016-01-19 2016-02-23 57406.723611 57441.766667 2012-03-02 55988.478472
zcv20173i_dkc.fits 2016-01-19 2016-02-23 57406.723611 57441.766667 2012-03-03 55989.36875
zcv20174i_dkc.fits 2016-01-19 2016-02-23 57406.723611 57441.766667 2012-03-04 55990.415278
zcv20175i_dkc.fits 2016-01-19 2016-02-23 57406.723611 57441.766667 2012-03-05 55991.259028
zcv20176i_dkc.fits 2016-01-19 2016-02-23 57406.723611 57441.766667 2012-03-06 55992.225694
zcv20177i_dkc.fits 2016-01-19 2016-02-23 57406.724306 57441.766667 2012-03-08 55994.564583
zcv20178i_dkc.fits 2016-01-19 2016-02-23 57406.724306 57441.766667 2012-03-09 55995.247222
zcv20179i_dkc.fits 2016-01-19 2016-02-23 57406.724306 57441.766667 2012-03-10 55996.178472
zcv2017ai_dkc.fits 2016-01-19 2016-02-23 57406.724306 57441.766667 2012-03-12 55998.092361
zcv2017bi_dkc.fits 2016-01-19 2016-02-23 57406.724306 57441.766667 2012-03-14 56000.010417
zcv2017ci_dkc.fits 2016-01-19 2016-02-23 57406.724306 57441.766667 2012-03-15 56001.095833
zcv2019li_dkc.fits 2016-01-20 2016-02-23 57407.547917 57441.766667 2012-03-16 56002.131944
zcv2019mi_dkc.fits 2016-01-20 2016-02-23 57407.547917 57441.766667 2012-03-18 56004.684722
zcv2019ni_dkc.fits 2016-01-20 2016-02-23 57407.547917 57441.766667 2012-03-20 56006.101389
zcv2019oi_dkc.fits 2016-01-20 2016-02-23 57407.548611 57441.766667 2012-03-21 56007.534722
zcv2019pi_dkc.fits 2016-01-20 2016-02-23 57407.548611 57441.766667 2012-03-22 56008.588194
zcv2019qi_dkc.fits 2016-01-20 2016-02-23 57407.548611 57441.766667 2012-03-23 56009.255556
zcv2019ri_dkc.fits 2016-01-20 2016-02-23 57407.548611 57441.766667 2012-03-24 56010.25625
zcv2019si_dkc.fits 2016-01-20 2016-02-23 57407.548611 57441.766667 2012-03-28 56014.498611
zcv2019ti_dkc.fits 2016-01-20 2016-02-23 57407.548611 57441.766667 2012-03-30 56016.472917
zcv20200i_dkc.fits 2016-01-20 2016-02-23 57407.548611 57441.766667 2012-03-31 56017.128472
zcv20201i_dkc.fits 2016-01-20 2016-02-23 57407.548611 57441.766667 2012-04-01 56018.199306
zcv20202i_dkc.fits 2016-01-20 2016-02-23 57407.549306 57441.766667 2012-04-02 56019.023611
zcv20203i_dkc.fits 2016-01-20 2016-02-23 57407.549306 57441.766667 2012-04-03 56020.366667
zcv20204i_dkc.fits 2016-01-20 2016-02-23 57407.549306 57441.766667 2012-04-04 56021.204861
zcv20205i_dkc.fits 2016-01-20 2016-02-23 57407.549306 57441.766667 2012-04-05 56022.142361
zcv20206i_dkc.fits 2016-01-20 2016-02-23 57407.549306 57441.766667 2012-04-06 56023.119444
zcv20207i_dkc.fits 2016-01-20 2016-02-23 57407.549306 57441.766667 2012-04-07 56024.00625
zcv20208i_dkc.fits 2016-01-20 2016-02-23 57407.549306 57441.766667 2012-04-08 56025.175694
zcv20209i_dkc.fits 2016-01-20 2016-02-23 57407.549306 57441.766667 2012-04-09 56026.05625
zcv2020ai_dkc.fits 2016-01-20 2016-02-23 57407.55 57441.766667 2012-04-10 56027.031944
zcv2020bi_dkc.fits 2016-01-20 2016-02-23 57407.55 57441.766667 2012-04-11 56028.097917
zcv2020ci_dkc.fits 2016-01-20 2016-02-23 57407.55 57441.766667 2012-04-12 56029.057639
zcv2020di_dkc.fits 2016-01-20 2016-02-23 57407.55 57441.766667 2012-04-13 56030.170833
zcv2020ei_dkc.fits 2016-01-20 2016-02-23 57407.55 57441.766667 2012-04-14 56031.063194
zcv2007pi_dkc.fits 2016-01-19 2016-02-23 57406.514583 57441.766667 2012-04-15 56032.114583
zcv2007qi_dkc.fits 2016-01-19 2016-02-23 57406.514583 57441.766667 2012-04-16 56033.026389
zcv2007ri_dkc.fits 2016-01-19 2016-02-23 57406.514583 57441.766667 2012-04-17 56034.170833
zcv2007si_dkc.fits 2016-01-19 2016-02-23 57406.514583 57441.766667 2012-04-18 56035.049306
zcv2007ti_dkc.fits 2016-01-19 2016-02-23 57406.514583 57441.766667 2012-04-19 56036.098611
zcv20080i_dkc.fits 2016-01-19 2016-02-23 57406.514583 57441.766667 2012-04-20 56037.00625
zcv20081i_dkc.fits 2016-01-19 2016-02-23 57406.515278 57441.766667 2012-04-21 56038.102778
zcv20082i_dkc.fits 2016-01-19 2016-02-23 57406.515278 57441.766667 2012-04-22 56039.111806
zcv20083i_dkc.fits 2016-01-19 2016-02-23 57406.515278 57441.766667 2012-04-25 56042.928472
zcv20084i_dkc.fits 2016-01-19 2016-02-23 57406.515278 57441.766667 2012-04-28 56045.024306
zcv20085i_dkc.fits 2016-01-19 2016-02-23 57406.515278 57441.766667 2012-04-29 56046.032639
zcv20086i_dkc.fits 2016-01-19 2016-02-23 57406.515278 57441.766667 2012-04-30 56047.385417
zcv20087i_dkc.fits 2016-01-19 2016-02-23 57406.515278 57441.766667 2012-05-01 56048.363889
zcv20088i_dkc.fits 2016-01-19 2016-02-23 57406.515278 57441.766667 2012-05-01 56048.809028
zcv20089i_dkc.fits 2016-01-19 2016-02-23 57406.515972 57441.766667 2012-05-03 56050.859722
zcv2008ai_dkc.fits 2016-01-19 2016-02-23 57406.515972 57441.766667 2012-05-05 56052.498611
zcv2010qi_dkc.fits 2016-01-19 2016-02-23 57406.589583 57441.766667 2012-05-05 56052.713889
zcv2010ri_dkc.fits 2016-01-19 2016-02-23 57406.589583 57441.766667 2012-05-06 56053.818056
zcv2010si_dkc.fits 2016-01-19 2016-02-23 57406.589583 57441.766667 2012-05-08 56055.013889
zcv2010ti_dkc.fits 2016-01-19 2016-02-23 57406.589583 57441.766667 2012-05-09 56056.502083
zcv20110i_dkc.fits 2016-01-19 2016-02-23 57406.589583 57441.766667 2012-05-10 56057.014583
zcv20111i_dkc.fits 2016-01-19 2016-02-23 57406.589583 57441.766667 2012-05-11 56058.808333
zcv20112i_dkc.fits 2016-01-19 2016-02-23 57406.590278 57441.766667 2012-05-13 56060.835417
zcv20113i_dkc.fits 2016-01-19 2016-02-23 57406.590278 57441.766667 2012-05-15 56062.166667
zcv20114i_dkc.fits 2016-01-19 2016-02-23 57406.590278 57441.766667 2012-05-15 56062.706944
zcv20115i_dkc.fits 2016-01-19 2016-02-23 57406.590278 57441.766667 2012-05-17 56064.101389
zcv20116i_dkc.fits 2016-01-19 2016-02-23 57406.590278 57441.766667 2012-05-18 56065.01875
zcv20117i_dkc.fits 2016-01-19 2016-02-23 57406.590278 57441.766667 2012-05-19 56066.114583
zcv20118i_dkc.fits 2016-01-19 2016-02-23 57406.590278 57441.766667 2012-05-20 56067.229167
zcv20119i_dkc.fits 2016-01-19 2016-02-23 57406.590278 57441.766667 2012-05-21 56068.455556
zcv2011ai_dkc.fits 2016-01-19 2016-02-23 57406.590972 57441.766667 2012-05-23 56070.977083
zcv2011bi_dkc.fits 2016-01-19 2016-02-23 57406.590972 57441.766667 2012-05-26 56073.020139
zcv2011ci_dkc.fits 2016-01-19 2016-02-23 57406.590972 57441.766667 2012-05-27 56074.155556
zcv2011di_dkc.fits 2016-01-19 2016-02-23 57406.590972 57441.766667 2012-05-28 56075.327778
zcv2011ei_dkc.fits 2016-01-19 2016-02-23 57406.590972 57441.766667 2012-05-28 56075.849306
zcv2011fi_dkc.fits 2016-01-19 2016-02-23 57406.590972 57441.766667 2012-05-30 56077.0
zcv2011gi_dkc.fits 2016-01-19 2016-02-23 57406.590972 57441.766667 2012-05-31 56078.00625
zcv2011hi_dkc.fits 2016-01-19 2016-02-23 57406.590972 57441.766667 2012-06-01 56079.283333
zcv2011ii_dkc.fits 2016-01-19 2016-02-23 57406.591667 57441.766667 2012-06-01 56079.877778
zcv2011ji_dkc.fits 2016-01-19 2016-02-23 57406.591667 57441.766667 2012-06-04 56082.215972
zcv2011ki_dkc.fits 2016-01-19 2016-02-23 57406.591667 57441.766667 2012-06-05 56083.191667
zcv20146i_dkc.fits 2016-01-19 2016-02-23 57406.673611 57441.766667 2012-06-07 56085.563194
zcv20147i_dkc.fits 2016-01-19 2016-02-23 57406.673611 57441.766667 2012-06-08 56086.051389
zcv20148i_dkc.fits 2016-01-19 2016-02-23 57406.673611 57441.766667 2012-06-09 56087.116667
zcv20149i_dkc.fits 2016-01-19 2016-02-23 57406.673611 57441.766667 2012-06-09 56087.999306
zcv2014ai_dkc.fits 2016-01-19 2016-02-23 57406.674306 57441.766667 2012-06-11 56089.140972
zcv2014bi_dkc.fits 2016-01-19 2016-02-23 57406.674306 57441.766667 2012-06-12 56090.313889
zcv2014ci_dkc.fits 2016-01-19 2016-02-23 57406.674306 57441.766667 2012-06-12 56090.805556
zcv2014di_dkc.fits 2016-01-19 2016-02-23 57406.674306 57441.766667 2012-06-14 56092.661111
zcv2014ei_dkc.fits 2016-01-19 2016-02-23 57406.674306 57441.766667 2012-06-15 56093.0375
zcv2014fi_dkc.fits 2016-01-19 2016-02-23 57406.674306 57441.766667 2012-06-16 56094.088889
zcv2014gi_dkc.fits 2016-01-19 2016-02-23 57406.674306 57441.766667 2012-06-17 56095.05625
zcv2014hi_dkc.fits 2016-01-19 2016-02-23 57406.674306 57441.766667 2012-06-20 56098.294444
zcv2014ii_dkc.fits 2016-01-19 2016-02-23 57406.675 57441.766667 2012-06-22 56100.290278
zcv2014ji_dkc.fits 2016-01-19 2016-02-23 57406.675 57441.766667 2012-06-24 56102.090278
zcv2014ki_dkc.fits 2016-01-19 2016-02-23 57406.675 57441.766667 2012-06-25 56103.451389
zcv2014li_dkc.fits 2016-01-19 2016-02-23 57406.675 57441.766667 2012-06-26 56104.138889
zcv2014mi_dkc.fits 2016-01-19 2016-02-23 57406.675 57441.766667 2012-06-27 56105.302083
zcv2014ni_dkc.fits 2016-01-19 2016-02-23 57406.675 57441.766667 2012-06-28 56106.061806
zcv2014oi_dkc.fits 2016-01-19 2016-02-23 57406.675 57441.766667 2012-06-29 56107.226389
zcv2014pi_dkc.fits 2016-01-19 2016-02-23 57406.675694 57441.766667 2012-06-30 56108.152082
zcv2014qi_dkc.fits 2016-01-19 2016-02-23 57406.675694 57441.766667 2012-07-01 56109.14375
zcv2014ri_dkc.fits 2016-01-19 2016-02-23 57406.675694 57441.766667 2012-07-02 56110.052778
zcv2014si_dkc.fits 2016-01-19 2016-02-23 57406.675694 57441.766667 2012-07-03 56111.05
zcv2014ti_dkc.fits 2016-01-19 2016-02-23 57406.675694 57441.766667 2012-07-04 56112.25625
zcv2017di_dkc.fits 2016-01-19 2016-02-23 57406.724306 57441.766667 2012-07-05 56113.522222
zcv2017ei_dkc.fits 2016-01-19 2016-02-23 57406.725 57441.766667 2012-07-06 56114.135417
zcv2017fi_dkc.fits 2016-01-19 2016-02-23 57406.725 57441.766667 2012-07-07 56115.130556
zcv2017gi_dkc.fits 2016-01-19 2016-02-23 57406.725 57441.766667 2012-07-08 56116.495833
zcv2017hi_dkc.fits 2016-01-19 2016-02-23 57406.725 57441.766667 2012-07-09 56117.308333
zcv2017ii_dkc.fits 2016-01-19 2016-02-23 57406.725 57441.766667 2012-07-10 56118.05
zcv2017ji_dkc.fits 2016-01-19 2016-02-23 57406.725 57441.766667 2012-07-11 56119.350694
zcv2017ki_dkc.fits 2016-01-19 2016-02-23 57406.725 57441.766667 2012-07-12 56120.09375
zcv2017li_dkc.fits 2016-01-19 2016-02-23 57406.725 57441.766667 2012-07-13 56121.558333
zcv2017mi_dkc.fits 2016-01-19 2016-02-23 57406.725694 57441.766667 2012-07-14 56122.0875
zcv2017ni_dkc.fits 2016-01-19 2016-02-23 57406.725694 57441.766667 2012-07-17 56125.461806
zcv2017oi_dkc.fits 2016-01-19 2016-02-23 57406.725694 57441.766667 2012-07-19 56127.5125
zcv2017pi_dkc.fits 2016-01-19 2016-02-23 57406.725694 57441.766667 2012-07-20 56128.444444
zcv2017qi_dkc.fits 2016-01-19 2016-02-23 57406.725694 57441.766667 2012-07-22 56130.64375
zcv2017ri_dkc.fits 2016-01-19 2016-02-23 57406.725694 57441.766667 2012-07-24 56132.020833
zcv2017si_dkc.fits 2016-01-19 2016-02-23 57406.725694 57441.766667 2012-07-24 56132.538889
zcv2017ti_dkc.fits 2016-01-19 2016-02-23 57406.726389 57441.766667 2012-07-26 56134.329167
zcv20180i_dkc.fits 2016-01-19 2016-02-23 57406.726389 57441.766667 2012-07-26 56134.341667
zcv20181i_dkc.fits 2016-01-19 2016-02-23 57406.726389 57441.766667 2012-07-28 56136.088889
zcv20182i_dkc.fits 2016-01-19 2016-02-23 57406.726389 57441.766667 2012-07-29 56137.036111
zcv20183i_dkc.fits 2016-01-19 2016-02-23 57406.726389 57441.766667 2012-07-30 56138.027083
zcv20184i_dkc.fits 2016-01-19 2016-02-23 57406.726389 57441.766667 2012-07-31 56139.080556
zcv20185i_dkc.fits 2016-01-19 2016-02-23 57406.726389 57441.766667 2012-08-01 56140.231944
zcv20186i_dkc.fits 2016-01-19 2016-02-23 57406.726389 57441.766667 2012-08-01 56140.365972
zcv20187i_dkc.fits 2016-01-19 2016-02-23 57406.727083 57441.766667 2012-08-03 56142.0
zcv20188i_dkc.fits 2016-01-19 2016-02-23 57406.727083 57441.766667 2012-08-04 56143.134028
zcv2020fi_dkc.fits 2016-01-20 2016-02-23 57407.55 57441.766667 2012-08-05 56144.209028
zcv2020gi_dkc.fits 2016-01-20 2016-02-23 57407.55 57441.766667 2012-08-05 56144.934028
zcv2020hi_dkc.fits 2016-01-20 2016-02-23 57407.55 57441.766667 2012-08-07 56146.0
zcv2020ii_dkc.fits 2016-01-20 2016-02-23 57407.55 57441.766667 2012-08-08 56147.252778
zcv2020ji_dkc.fits 2016-01-20 2016-02-23 57407.550694 57441.766667 2012-08-08 56147.665972
zcv2020ki_dkc.fits 2016-01-20 2016-02-23 57407.550694 57441.766667 2012-08-09 56148.452083
zcv2020li_dkc.fits 2016-01-20 2016-02-23 57407.550694 57441.766667 2012-08-11 56150.0
zcv2020mi_dkc.fits 2016-01-20 2016-02-23 57407.550694 57441.766667 2012-08-12 56151.03125
zcv2020ni_dkc.fits 2016-01-20 2016-02-23 57407.550694 57441.766667 2012-08-13 56152.629167
zcv2020oi_dkc.fits 2016-01-20 2016-02-23 57407.550694 57441.766667 2012-08-15 56154.626389
zcv2020pi_dkc.fits 2016-01-20 2016-02-23 57407.550694 57441.766667 2012-08-17 56156.359028
zcv2020qi_dkc.fits 2016-01-20 2016-02-23 57407.551389 57441.766667 2012-08-19 56158.24375
zcv2020ri_dkc.fits 2016-01-20 2016-02-23 57407.551389 57441.766667 2012-08-19 56158.366667
zcv2020si_dkc.fits 2016-01-20 2016-02-23 57407.551389 57441.766667 2012-08-21 56160.238194
zcv2020ti_dkc.fits 2016-01-20 2016-02-23 57407.551389 57441.766667 2012-08-21 56160.356944
zcv20210i_dkc.fits 2016-01-20 2016-02-23 57407.551389 57441.766667 2012-08-23 56162.1625
zcv20211i_dkc.fits 2016-01-20 2016-02-23 57407.551389 57441.766667 2012-08-24 56163.157639
zcv20212i_dkc.fits 2016-01-20 2016-02-23 57407.551389 57441.766667 2012-08-24 56163.454167
zcv20213i_dkc.fits 2016-01-20 2016-02-23 57407.552083 57441.766667 2012-08-25 56164.410417
zcv20214i_dkc.fits 2016-01-20 2016-02-23 57407.552083 57441.766667 2012-08-27 56166.020833
zcv20215i_dkc.fits 2016-01-20 2016-02-23 57407.552083 57441.766667 2012-08-27 56166.600694
zcv20216i_dkc.fits 2016-01-20 2016-02-23 57407.552083 57441.766667 2012-08-28 56167.394444
zcv20217i_dkc.fits 2016-01-20 2016-02-23 57407.552083 57441.766667 2012-08-29 56168.997222
zcv20218i_dkc.fits 2016-01-20 2016-02-23 57407.552083 57441.766667 2012-08-31 56170.132639
zcv2021ai_dkc.fits 2016-01-20 2016-02-23 57407.552083 57441.766667 2012-09-01 56171.172917
zcv20219i_dkc.fits 2016-01-20 2016-02-23 57407.552083 57441.766667 2012-09-01 56171.341667
zcv2021bi_dkc.fits 2016-01-20 2016-02-23 57407.552778 57441.766667 2012-09-03 56173.029861
zcv2021ci_dkc.fits 2016-01-20 2016-02-23 57407.552778 57441.766667 2012-09-04 56174.027083
zcv2021di_dkc.fits 2016-01-20 2016-02-23 57407.552778 57441.766667 2012-09-04 56174.885417
01k19352i_dkc.fits 2016-01-20 2016-02-23 57407.618056 57441.766667 2012-09-06 56176.044444
zcv2021ei_dkc.fits 2016-01-20 2016-02-23 57407.552778 57441.766667 2012-09-06 56176.354861
zcv2021ji_dkc.fits 2016-01-20 2016-02-23 57407.618056 57441.766667 2012-09-08 56178.079861
zcv2021ki_dkc.fits 2016-01-20 2016-02-23 57407.618056 57441.766667 2012-09-11 56181.19375
zcv2021li_dkc.fits 2016-01-20 2016-02-23 57407.61875 57441.766667 2012-09-13 56183.388194
zcv2021mi_dkc.fits 2016-01-20 2016-02-23 57407.61875 57441.766667 2012-09-15 56185.020833
zcv2021ni_dkc.fits 2016-01-20 2016-02-23 57407.61875 57441.766667 2012-09-16 56186.00625
zcv2021oi_dkc.fits 2016-01-20 2016-02-23 57407.61875 57441.766667 2012-09-17 56187.023611
zcv2021pi_dkc.fits 2016-01-20 2016-02-23 57407.61875 57441.766667 2012-09-18 56188.190972
zcv2021qi_dkc.fits 2016-01-20 2016-02-23 57407.61875 57441.766667 2012-09-19 56189.196528
zcv2021ri_dkc.fits 2016-01-20 2016-02-23 57407.61875 57441.766667 2012-09-20 56190.348611
zcv2021si_dkc.fits 2016-01-20 2016-02-23 57407.61875 57441.766667 2012-09-20 56190.925694
zcv2021ti_dkc.fits 2016-01-20 2016-02-23 57407.619444 57441.766667 2012-09-21 56191.999306
zcv20220i_dkc.fits 2016-01-20 2016-02-23 57407.619444 57441.766667 2012-09-23 56193.068056
zcv20221i_dkc.fits 2016-01-20 2016-02-23 57407.619444 57441.766667 2012-09-24 56194.020833
zcv20222i_dkc.fits 2016-01-20 2016-02-23 57407.619444 57441.766667 2012-09-25 56195.049306
zcv20223i_dkc.fits 2016-01-20 2016-02-23 57407.619444 57441.766667 2012-09-26 56196.0
zcv20224i_dkc.fits 2016-01-20 2016-02-23 57407.619444 57441.766667 2012-09-27 56197.604861
zcv20225i_dkc.fits 2016-01-20 2016-02-23 57407.619444 57441.766667 2012-09-28 56198.00625
zcv20226i_dkc.fits 2016-01-20 2016-02-23 57407.620139 57441.766667 2012-09-29 56199.002778
zcv20227i_dkc.fits 2016-01-20 2016-02-23 57407.620139 57441.766667 2012-09-30 56200.339583
zcv20228i_dkc.fits 2016-01-20 2016-02-23 57407.620139 57441.766667 2012-09-30 56200.905556
zcv20229i_dkc.fits 2016-01-20 2016-02-23 57407.620139 57441.766667 2012-10-02 56202.0
